,median,mean,sum
59,2.7527133111454485,2.9251063441589857,175.50638064953915
60,2.767978071837386,2.939975000629688,176.39850003778128
61,2.7898998558850447,2.956468481973222,177.3881089183933
62,2.7898998558850447,2.947791774092311,176.86750644553868
63,2.767978071837386,2.9422681339671573,176.53608803802945
64,2.7527133111454485,2.9258588713035416,175.5515322782125
65,2.7527133111454485,2.9222498665744987,175.33499199446993
66,2.7527133111454485,2.9211009888789325,175.26605933273595
67,2.7527133111454485,2.919538620377456,175.17231722264734
68,2.767978071837386,2.9395108735315385,176.3706524118923
69,2.7898998558850447,2.953214199273051,177.19285195638307
70,2.809250212583833,2.9641476641211617,177.8488598472697
71,2.809250212583833,2.969420737742434,178.16524426454606
72,2.7898998558850447,2.946020641489077,176.7612384893446
73,2.7898998558850447,2.9383418317739234,176.3005099064354
74,2.7898998558850447,2.9253728862211474,175.52237317326885
75,2.7867261097047966,2.902092175104872,174.12553050629234
76,2.767978071837386,2.855794052289229,171.34764313735374
77,2.7867261097047966,2.866970197179897,172.01821183079383
78,2.8007562791713605,2.8807662274976398,172.8459736498584
79,2.8077643647878263,2.8960760056806745,173.76456034084046
80,2.8130845520200505,2.917987412838023,175.07924477028138
81,2.840189509616096,2.9411280501293495,176.46768300776097
82,2.869234216482983,2.9659864758247028,177.95918854948218
83,2.8857064174498084,2.9928171321205226,179.56902792723136
84,2.8857064174498084,2.9897023175543027,179.38213905325816
85,2.8857064174498084,2.986050531029968,179.1630318617981
86,2.869234216482983,2.965083976506119,177.90503859036713
87,2.869234216482983,2.9470327943457546,176.8219676607453
88,2.869234216482983,2.9258288471891762,175.5497308313506
89,2.869234216482983,2.917081347193529,175.02488083161174
90,2.869234216482983,2.90566708744237,174.3400252465422
91,2.869234216482983,2.893063839489957,173.58383036939742
92,2.869234216482983,2.8995499001595104,173.9729940095706
93,2.869234216482983,2.911691149792867,174.701468987572
94,2.869234216482983,2.9114593654960292,174.68756192976176
95,2.869234216482983,2.9143076795077234,174.8584607704634
96,2.869234216482983,2.9214402772169894,175.28641663301937
97,2.869234216482983,2.911766401561402,174.70598409368412
98,2.869234216482983,2.900545354980267,174.03272129881603
99,2.869234216482983,2.88792204112165,173.27532246729902
100,2.869234216482983,2.8852237274377455,173.11342364626472
101,2.869234216482983,2.8861953335102157,173.17172001061294
102,2.869234216482983,2.886470992505766,173.18825955034598
103,2.869234216482983,2.886533399748768,173.19200398492606
104,2.8866160253836344,2.898884242364012,173.93305454184073
105,2.9222424291136315,2.9108900018879136,174.6534001132748
106,2.9222424291136315,2.8935639430830733,173.6138365849844
107,2.9572488380198765,2.8974675622936847,173.8480537376211
108,2.979406306995662,2.9028073025718557,174.16843815431133
109,2.997739281651935,2.9076793705344737,174.46076223206842
110,2.997739281651935,2.8932827432948494,173.59696459769097
111,2.997739281651935,2.8997923023026573,173.98753813815944
112,3.010333622883616,2.9083287084100036,174.49972250460021
113,3.0134378864301605,2.9164857428682422,174.98914457209455
114,3.0153524197595445,2.924186460593569,175.45118763561413
115,3.017245308083526,2.931887178318895,175.9132306991337
116,3.017245308083526,2.930082731788668,175.8049639073201
117,3.017245308083526,2.906528954552572,174.39173727315432
118,3.0153524197595445,2.882168354986281,172.93010129917684
119,3.0134378864301605,2.855409356547774,171.32456139286643
120,3.010333622883616,2.827728068361964,169.66368410171785
121,2.9889180296862015,2.8105510018977213,168.63306011386328
122,2.9889180296862015,2.8109194865807994,168.65516919484796
123,2.9889180296862015,2.807003320623213,168.42019923739278
124,2.9889180296862015,2.7975888622142904,167.85533173285742
125,2.9889180296862015,2.7891954267536128,167.35172560521676
126,2.9572488380198765,2.778341864259459,166.70051185556753
127,2.9222424291136315,2.7662507777104755,165.97504666262853
128,2.8904919188776486,2.740717828515035,164.44306971090208
129,2.8765357070438453,2.7283696369300188,163.70217821580113
130,2.8421292588869376,2.7187913062384057,163.12747837430433
131,2.8765357070438453,2.727111786920236,163.62670721521417
132,2.8904919188776486,2.735917945189771,164.15507671138627
133,2.912162110773842,2.7386681833336906,164.32009100002142
134,2.9572488380198765,2.7418836285387367,164.5130177123242
135,2.9889180296862015,2.746350361753095,164.7810217051857
136,2.9889180296862015,2.748757943083099,164.92547658498594
137,3.010355267889019,2.752441153181217,165.14646919087303
138,3.0153524197595445,2.757839544651323,165.47037267907936
139,3.0153524197595445,2.760284583724206,165.61707502345234
